1,1822758829,247406444
2,
3,
4,826831972,318430485
5,851551314,223798555
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,842676653,224405057
18,834507179,225224715
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
49,842016654,224769908
50,851977835,224972867
51,
52,
53,
54,
55,
56,873336485,225266061
57,
58,
59,
60,826516009,225205647
61,
62,
63,
64,
65,
66,857581969,224778848
67,
68,841577980,224645939
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
