1,2439799611,216249970
2,2441541662,230995769
3,2460800954,227764284
4,2465811087,257671226
5,939294799,213165361
6,956412547,219716962
7,1018306796,208817741
16,2434452074,230857973
17,18,19,2395838438,250304857
20,2480678690,225094950
21,2511310725,226641444
22,23,2488198011,218226059
24,2499122165,239254780
25,2473441177,257152166
26,27,2516871279,263950865
28,2481641661,302993677
29,2472075641,306797023
30,2495534489,310720286
31,2488692487,312400529
32,918951291,205721048
33,967100428,212658662
34,35,875137133,215025024
36,998184546,217941386
37,986513649,219383819
38,39,916522561,218433348
40,922039952,219110599
41,971897615,220963279
42,1016348028,231707661
43,1051865810,217833203
44,1009702141,216446224
45,1080731420,216613634
46,954621257,210398668
47,1044366673,223232422
48,907835982,318391304
49,971604282,317186611
50,1021320167,208611640
51,1085213833,211472059
52,910995531,317618930
53,944099669,301851143
54,1097244133,254790274
55,Read timed out
56,1134458639,303872560
57,1361079551,381974805
58,913917271,205665595
59,943124685,221218339
60,835830462,221990015
61,947452260,220192371
62,880981661,226299433
63,1036350780,227253673
64,Read timed out
65,Read timed out
66,Read timed out
67,Read timed out
68,Read timed out
69,Read timed out
70,Read timed out
71,Read timed out
72,Read timed out
73,Read timed out
74,Read timed out
75,Read timed out
76,Read timed out
77,Read timed out
78,Read timed out
79,Read timed out
80,842442615,225397362
81,842923611,224438163
82,836974881,224205451
83,837414811,224578822
84,835128138,224783248
85,850954870,224906029
86,865827919,225049483
87,Read timed out
88,Read timed out
89,Read timed out
90,Read timed out
91,Read timed out
92,Read timed out
93,Read timed out
94,Read timed out
95,Read timed out
96,Read timed out
97,Read timed out
98,810113995,224936759
99,Read timed out
100,Read timed out
101,Read timed out
102,842245453,224541457
103,Read timed out
104,835255528,225378575
105,Read timed out
106,Read timed out
107,Read timed out
108,Read timed out
109,Read timed out
110,842755085,225170588
111,Read timed out
112,Read timed out
113,Read timed out
114,Read timed out
115,Read timed out
116,Read timed out
117,Read timed out
118,Read timed out
119,Read timed out
120,Read timed out
121,Read timed out
122,Read timed out
123,Read timed out
124,Read timed out
125,Read timed out
126,Read timed out
127,Read timed out
128,Read timed out
129,Read timed out
130,Read timed out
131,831282258,206965271
132,844493224,220400567
133,859902376,205350820
134,Read timed out
135,Read timed out
136,Read timed out
137,Read timed out
138,Read timed out
139,Read timed out
140,829248409,225025039
141,Read timed out
142,865921856,224855673
143,Read timed out
144,Read timed out
145,Read timed out
146,Read timed out
147,Read timed out
148,Read timed out
149,Read timed out
150,Read timed out
151,Read timed out
152,Read timed out
153,Read timed out
154,Read timed out
155,Read timed out
156,859298249,208777721
157,874859026,225052835
158,Read timed out
159,Read timed out
160,Read timed out
161,Read timed out
162,Read timed out
163,Read timed out
164,Read timed out
165,Read timed out
166,Read timed out
167,Read timed out
168,858679804,226045978
169,Read timed out
170,Read timed out
171,Read timed out
172,Read timed out
173,827209114,224892619
174,Read timed out
175,Read timed out
176,826578098,224347648
177,Read timed out
178,Read timed out
179,Read timed out
180,873899616,208948763
181,Read timed out
182,Read timed out
183,Read timed out
184,Read timed out
185,Read timed out
186,Read timed out
187,Read timed out
188,Read timed out
189,Read timed out
190,842667294,224765369
191,Read timed out
192,Read timed out
193,Read timed out
194,Read timed out
195,Read timed out
196,Read timed out
197,843008958,225083006
198,Read timed out
199,Read timed out
200,Read timed out
201,Read timed out
202,Read timed out
203,Read timed out
204,Read timed out
205,Read timed out
206,Read timed out
207,Read timed out
208,Read timed out
209,Read timed out
210,Read timed out
211,Read timed out
212,Read timed out
213,844861428,224667590
214,Read timed out
215,Read timed out
216,Read timed out
217,Read timed out
218,Read timed out
219,Read timed out
220,Read timed out
221,Read timed out
222,Read timed out
223,Read timed out
224,Read timed out
225,Read timed out
226,Read timed out
227,857769842,227143115
228,Read timed out
229,Read timed out
230,Read timed out
231,Read timed out
232,850190666,319998072
233,Read timed out
234,Read timed out
235,Read timed out
236,Read timed out
237,858007233,209164712
238,Read timed out
239,Read timed out
240,Read timed out
241,Read timed out
242,Read timed out
243,Read timed out
244,Read timed out
245,872728936,212015424
246,Read timed out
247,Read timed out
248,Read timed out
249,829637845,225685038
250,Read timed out
251,Read timed out
252,849847536,224561780
253,Read timed out
254,Read timed out
255,Read timed out
256,Read timed out
257,Read timed out
258,841045301,224809648
259,Read timed out
260,Read timed out
261,Read timed out
262,Read timed out
263,Read timed out
264,Read timed out
1,1998030616,231777922
2,1915352231,251532597
3,1913406452,239305484
4,1921928206,238481008
5,1976666868,230176182
6,1921461667,229947382
16,1913346668,225218080
17,1930375718,226852505
18,19,2002425378,225092504
20,21,1975452117,247946946
22,1973715444,255485334
23,1896901282,247907695
24,1923395850,255500560
25,1898505885,243396437
26,1997564774,233227547
30,1059525582,212886624
31,1975818295,261998522
32,900456622,206846121
33,838965288,297752508
34,918718650,205488407
35,950170831,207799175
36,933754499,306962966
37,1047562819,212831519
38,39,1061523182,305944611
40,1016716999,308196782
41,1109433671,221432054
42,1057160896,306911422
43,1031692994,314059050
44,1042151097,335245610
45,888811707,224891082
46,833462353,225095577
47,848595213,228077939
48,888696747,227137528
49,Read timed out
50,Read timed out
51,Read timed out
52,Read timed out
53,Read timed out
54,Read timed out
55,903548286,212704059
56,Read timed out
57,Read timed out
58,Read timed out
59,Read timed out
60,Read timed out
61,Read timed out
62,Read timed out
63,Read timed out
64,841570577,208886883
65,Read timed out
66,909047448,224612066
67,Read timed out
68,913536496,222376307
69,826850200,223424277
70,826262905,225662688
71,Read timed out
72,Read timed out
73,Read timed out
74,Read timed out
75,Read timed out
76,Read timed out
77,Read timed out
78,Read timed out
79,Read timed out
80,828072283,224388784
81,Read timed out
82,Read timed out
83,Read timed out
84,Read timed out
85,Read timed out
86,829296949,209223379
87,Read timed out
88,Read timed out
89,827890138,223378180
90,841395275,224246378
91,Read timed out
92,Read timed out
93,Read timed out
94,Read timed out
95,Read timed out
96,Read timed out
97,Read timed out
98,Read timed out
99,Read timed out
100,844533314,224533705
101,Read timed out
102,Read timed out
103,Read timed out
104,Read timed out
105,Read timed out
106,827151006,224141058
107,Read timed out
108,Read timed out
109,Read timed out
110,Read timed out
111,Read timed out
112,Read timed out
113,Read timed out
114,Read timed out
115,Read timed out
116,Read timed out
117,Read timed out
118,858514979,209497855
119,Read timed out
120,873953673,224084905
121,Read timed out
122,Read timed out
123,Read timed out
124,Read timed out
125,Read timed out
126,826810809,221031514
127,Read timed out
128,Read timed out
129,Read timed out
130,Read timed out
131,Read timed out
132,Read timed out
133,Read timed out
134,Read timed out
135,Read timed out
136,Read timed out
137,Read timed out
138,Read timed out
139,Read timed out
140,Read timed out
141,Read timed out
142,Read timed out
143,Read timed out
144,Read timed out
145,Read timed out
146,Read timed out
147,Read timed out
148,Read timed out
149,Read timed out
150,Read timed out
151,Read timed out
152,Read timed out
153,Read timed out
154,841227446,226990930
155,Read timed out
156,Read timed out
157,842496533,224431597
158,Read timed out
159,Read timed out
160,Read timed out
161,Read timed out
162,Read timed out
163,Read timed out
164,Read timed out
165,Read timed out
166,Read timed out
167,Read timed out
168,Read timed out
169,Read timed out
170,Read timed out
171,Read timed out
172,Read timed out
173,Read timed out
174,Read timed out
175,826744111,210313671
176,841372018,226390295
177,Read timed out
178,Read timed out
179,842797409,224132117
180,Read timed out
181,Read timed out
182,Read timed out
183,Read timed out
184,Read timed out
185,Read timed out
186,Read timed out
187,829319368,224421260
188,Read timed out
189,Read timed out
190,Read timed out
191,841473009,211192205
192,Read timed out
193,Read timed out
194,Read timed out
195,Read timed out
196,Read timed out
197,Read timed out
198,Read timed out
199,842986609,208564147
200,Read timed out
201,Read timed out
202,Read timed out
203,Read timed out
204,Read timed out
205,Read timed out
206,Read timed out
207,Read timed out
208,Read timed out
209,Read timed out
210,Read timed out
211,Read timed out
212,Read timed out
213,Read timed out
214,Read timed out
215,Read timed out
216,858853779,252372438
217,918811749,298980318
218,Read timed out
219,Read timed out
220,Read timed out
221,Read timed out
222,Read timed out
223,Read timed out
224,Read timed out
225,826987508,224588880
226,Read timed out
227,Read timed out
228,Read timed out
229,843652754,224178492
230,Read timed out
231,Read timed out
232,Read timed out
233,828711750,222675508
234,Read timed out
235,Read timed out
236,Read timed out
237,835100761,224090282
238,Read timed out
239,Read timed out
240,Read timed out
241,Read timed out
242,Read timed out
243,Read timed out
244,905904661,208099283
245,Read timed out
246,Read timed out
247,Read timed out
248,Read timed out
249,Read timed out
250,Read timed out
251,828948512,209189156
252,Read timed out
253,Read timed out
254,844962978,208734001
255,Read timed out
256,Read timed out
257,835524906,230447585
258,857552077,224403521
259,839698272,223883273
260,Read timed out
261,Read timed out
262,Read timed out
